"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2020-10-25","1 Congregate Care","LONG-TERM CARE HOME",61
"2020-10-25","1 Congregate Care","RETIREMENT HOME",24
"2020-10-25","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-10-25","3 Education","CHILD CARE",4
"2020-10-25","3 Education","SCHOOL - ELEMENTARY",12
"2020-10-25","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-10-25","3 Education","SCHOOL - SECONDARY",4
"2020-10-25","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-10-25","4 Workplace","WORKPLACE - OTHER",11
"2020-10-25","5 Recreational","OTHER RECREATION",11
"2020-10-25","5 Recreational","RECREATIONAL FITNESS",1
"2020-10-26","1 Congregate Care","HOSPITAL",15
"2020-10-26","1 Congregate Care","LONG-TERM CARE HOME",18
"2020-10-26","1 Congregate Care","RETIREMENT HOME",18
"2020-10-26","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2020-10-26","2 Congregate Living","SHELTER",1
"2020-10-26","3 Education","CHILD CARE",10
"2020-10-26","3 Education","SCHOOL - ELEMENTARY",4
"2020-10-26","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-26","3 Education","SCHOOL - SECONDARY",5
"2020-10-26","4 Workplace","WORKPLACE - FARM",1
"2020-10-26","4 Workplace","WORKPLACE - FOOD PROCESSING",4
"2020-10-26","4 Workplace","WORKPLACE - OTHER",7
"2020-10-26","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-26","5 Recreational","OTHER RECREATION",9
"2020-10-26","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-10-27","1 Congregate Care","HOSPITAL",13
"2020-10-27","1 Congregate Care","LONG-TERM CARE HOME",39
"2020-10-27","1 Congregate Care","RETIREMENT HOME",14
"2020-10-27","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-10-27","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",6
"2020-10-27","3 Education","CHILD CARE",2
"2020-10-27","3 Education","SCHOOL - ELEMENTARY",13
"2020-10-27","3 Education","SCHOOL - SECONDARY",2
"2020-10-27","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-27","4 Workplace","RETAIL",2
"2020-10-27","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-27","4 Workplace","WORKPLACE - OTHER",18
"2020-10-27","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2020-10-27","5 Recreational","OTHER RECREATION",3
"2020-10-28","1 Congregate Care","HOSPITAL",5
"2020-10-28","1 Congregate Care","LONG-TERM CARE HOME",86
"2020-10-28","1 Congregate Care","RETIREMENT HOME",43
"2020-10-28","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2020-10-28","2 Congregate Living","SHELTER",1
"2020-10-28","3 Education","CHILD CARE",6
"2020-10-28","3 Education","SCHOOL - ELEMENTARY",12
"2020-10-28","3 Education","SCHOOL - SECONDARY",4
"2020-10-28","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-28","4 Workplace","RETAIL",1
"2020-10-28","4 Workplace","WORKPLACE - FARM",1
"2020-10-28","4 Workplace","WORKPLACE - OTHER",12
"2020-10-28","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-28","5 Recreational","OTHER RECREATION",3
"2020-10-28","5 Recreational","PERSONAL SERVICE SETTINGS",4
"2020-10-29","1 Congregate Care","HOSPITAL",5
"2020-10-29","1 Congregate Care","LONG-TERM CARE HOME",85
"2020-10-29","1 Congregate Care","RETIREMENT HOME",39
"2020-10-29","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2020-10-29","2 Congregate Living","SHELTER",1
"2020-10-29","3 Education","CHILD CARE",6
"2020-10-29","3 Education","SCHOOL - ELEMENTARY",10
"2020-10-29","3 Education","SCHOOL - SECONDARY",7
"2020-10-29","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-10-29","4 Workplace","WORKPLACE - FARM",1
"2020-10-29","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-10-29","4 Workplace","WORKPLACE - OTHER",16
"2020-10-29","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-10-29","5 Recreational","OTHER RECREATION",3
"2020-10-30","1 Congregate Care","HOSPITAL",10
"2020-10-30","1 Congregate Care","LONG-TERM CARE HOME",85
"2020-10-30","1 Congregate Care","RETIREMENT HOME",26
"2020-10-30","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2020-10-30","3 Education","CHILD CARE",8
"2020-10-30","3 Education","SCHOOL - ELEMENTARY",9
"2020-10-30","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-30","3 Education","SCHOOL - SECONDARY",7
"2020-10-30","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-10-30","4 Workplace","RETAIL",2
"2020-10-30","4 Workplace","WORKPLACE - FARM",1
"2020-10-30","4 Workplace","WORKPLACE - FOOD PROCESSING",4
"2020-10-30","4 Workplace","WORKPLACE - OTHER",22
"2020-10-30","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-10-30","5 Recreational","OTHER RECREATION",1
"2020-10-30","5 Recreational","PERSONAL SERVICE SETTINGS",2
"2020-10-30","5 Recreational","RECREATIONAL FITNESS",1
"2020-10-31","1 Congregate Care","HOSPITAL",10
"2020-10-31","1 Congregate Care","LONG-TERM CARE HOME",68
"2020-10-31","1 Congregate Care","RETIREMENT HOME",14
"2020-10-31","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-10-31","2 Congregate Living","SHELTER",1
"2020-10-31","3 Education","CHILD CARE",7
"2020-10-31","3 Education","SCHOOL - ELEMENTARY",13
"2020-10-31","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-10-31","3 Education","SCHOOL - POST-SECONDARY",1
"2020-10-31","3 Education","SCHOOL - SECONDARY",5
"2020-10-31","4 Workplace","RETAIL",2
"2020-10-31","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-10-31","4 Workplace","WORKPLACE - OTHER",12
"2020-10-31","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2020-10-31","5 Recreational","OTHER RECREATION",9
"2020-10-31","5 Recreational","PERSONAL SERVICE SETTINGS",2
"2020-10-31","5 Recreational","RECREATIONAL FITNESS",1
"2020-11-01","1 Congregate Care","HOSPITAL",11
"2020-11-01","1 Congregate Care","LONG-TERM CARE HOME",37
"2020-11-01","1 Congregate Care","RETIREMENT HOME",14
"2020-11-01","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",8
"2020-11-01","3 Education","SCHOOL - ELEMENTARY",14
"2020-11-01","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-11-01","3 Education","SCHOOL - SECONDARY",3
"2020-11-01","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-11-01","4 Workplace","RETAIL",1
"2020-11-01","4 Workplace","WORKPLACE - FARM",21
"2020-11-01","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-11-01","4 Workplace","WORKPLACE - OTHER",21
"2020-11-01","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-11-01","5 Recreational","OTHER RECREATION",4
"2020-11-01","5 Recreational","RECREATIONAL FITNESS",6
"2020-11-02","1 Congregate Care","HOSPITAL",8
"2020-11-02","1 Congregate Care","LONG-TERM CARE HOME",52
"2020-11-02","1 Congregate Care","RETIREMENT HOME",11
"2020-11-02","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-11-02","3 Education","CHILD CARE",7
"2020-11-02","3 Education","SCHOOL - ELEMENTARY",7
"2020-11-02","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-11-02","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-02","4 Workplace","WORKPLACE - FARM",14
"2020-11-02","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-11-02","4 Workplace","WORKPLACE - OTHER",17
"2020-11-02","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2020-11-02","5 Recreational","OTHER RECREATION",5
"2020-11-02","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-11-02","5 Recreational","RECREATIONAL FITNESS",2
"2020-11-03","1 Congregate Care","HOSPITAL",16
"2020-11-03","1 Congregate Care","LONG-TERM CARE HOME",69
"2020-11-03","1 Congregate Care","RETIREMENT HOME",32
"2020-11-03","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2020-11-03","2 Congregate Living","SHELTER",1
"2020-11-03","3 Education","CHILD CARE",4
"2020-11-03","3 Education","SCHOOL - ELEMENTARY",11
"2020-11-03","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-11-03","3 Education","SCHOOL - SECONDARY",4
"2020-11-03","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-03","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-11-03","4 Workplace","WORKPLACE - OTHER",18
"2020-11-03","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-11-03","5 Recreational","OTHER RECREATION",1
"2020-11-03","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-11-03","5 Recreational","RECREATIONAL FITNESS",2
"2020-11-04","1 Congregate Care","HOSPITAL",12
"2020-11-04","1 Congregate Care","LONG-TERM CARE HOME",82
"2020-11-04","1 Congregate Care","RETIREMENT HOME",39
"2020-11-04","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-11-04","2 Congregate Living","SHELTER",4
"2020-11-04","3 Education","CHILD CARE",6
"2020-11-04","3 Education","SCHOOL - ELEMENTARY",10
"2020-11-04","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-11-04","3 Education","SCHOOL - SECONDARY",5
"2020-11-04","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2020-11-04","4 Workplace","RETAIL",2
"2020-11-04","4 Workplace","WORKPLACE - FARM",2
"2020-11-04","4 Workplace","WORKPLACE - OTHER",25
"2020-11-04","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-11-04","5 Recreational","OTHER RECREATION",5
"2020-11-05","1 Congregate Care","HOSPITAL",13
"2020-11-05","1 Congregate Care","LONG-TERM CARE HOME",116
"2020-11-05","1 Congregate Care","RETIREMENT HOME",37
"2020-11-05","2 Congregate Living","CONGREGATE OTHER",7
"2020-11-05","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",3
"2020-11-05","3 Education","CHILD CARE",11
"2020-11-05","3 Education","SCHOOL - ELEMENTARY",10
"2020-11-05","3 Education","SCHOOL - ELEMENTARY/SECONDARY",4
"2020-11-05","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-05","3 Education","SCHOOL - SECONDARY",2
"2020-11-05","4 Workplace","RETAIL",1
"2020-11-05","4 Workplace","WORKPLACE - FARM",2
"2020-11-05","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-11-05","4 Workplace","WORKPLACE - OTHER",44
"2020-11-05","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2020-11-05","5 Recreational","OTHER RECREATION",12
"2020-11-05","5 Recreational","RECREATIONAL FITNESS",3
"2020-11-06","1 Congregate Care","HOSPITAL",5
"2020-11-06","1 Congregate Care","LONG-TERM CARE HOME",161
"2020-11-06","1 Congregate Care","RETIREMENT HOME",46
"2020-11-06","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2020-11-06","2 Congregate Living","SHELTER",1
"2020-11-06","3 Education","CHILD CARE",6
"2020-11-06","3 Education","SCHOOL - ELEMENTARY",11
"2020-11-06","3 Education","SCHOOL - SECONDARY",9
"2020-11-06","4 Workplace","RETAIL",1
"2020-11-06","4 Workplace","WORKPLACE - FARM",1
"2020-11-06","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-11-06","4 Workplace","WORKPLACE - OTHER",35
"2020-11-06","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",6
"2020-11-06","5 Recreational","OTHER RECREATION",6
"2020-11-06","5 Recreational","RECREATIONAL FITNESS",2
"2020-11-07","1 Congregate Care","HOSPITAL",8
"2020-11-07","1 Congregate Care","LONG-TERM CARE HOME",75
"2020-11-07","1 Congregate Care","RETIREMENT HOME",32
"2020-11-07","2 Congregate Living","CONGREGATE OTHER",5
"2020-11-07","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",12
"2020-11-07","2 Congregate Living","SHELTER",1
"2020-11-07","3 Education","CHILD CARE",3
"2020-11-07","3 Education","SCHOOL - ELEMENTARY",17
"2020-11-07","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-11-07","3 Education","SCHOOL - POST-SECONDARY",4
"2020-11-07","3 Education","SCHOOL - SECONDARY",9
"2020-11-07","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-07","4 Workplace","RETAIL",1
"2020-11-07","4 Workplace","WORKPLACE - FARM",4
"2020-11-07","4 Workplace","WORKPLACE - FOOD PROCESSING",1
"2020-11-07","4 Workplace","WORKPLACE - OTHER",22
"2020-11-07","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-11-07","5 Recreational","OTHER RECREATION",13
"2020-11-08","1 Congregate Care","HOSPITAL",5
"2020-11-08","1 Congregate Care","LONG-TERM CARE HOME",85
"2020-11-08","1 Congregate Care","RETIREMENT HOME",19
"2020-11-08","2 Congregate Living","CONGREGATE OTHER",3
"2020-11-08","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2020-11-08","2 Congregate Living","SHELTER",1
"2020-11-08","3 Education","CHILD CARE",2
"2020-11-08","3 Education","SCHOOL - ELEMENTARY",11
"2020-11-08","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-11-08","3 Education","SCHOOL - SECONDARY",1
"2020-11-08","4 Workplace","RETAIL",2
"2020-11-08","4 Workplace","WORKPLACE - FARM",3
"2020-11-08","4 Workplace","WORKPLACE - FOOD PROCESSING",6
"2020-11-08","4 Workplace","WORKPLACE - OTHER",44
"2020-11-08","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-11-08","5 Recreational","OTHER RECREATION",4
"2020-11-08","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-11-08","5 Recreational","RECREATIONAL FITNESS",1
"2020-11-09","1 Congregate Care","HOSPITAL",9
"2020-11-09","1 Congregate Care","LONG-TERM CARE HOME",76
"2020-11-09","1 Congregate Care","RETIREMENT HOME",34
"2020-11-09","2 Congregate Living","CONGREGATE OTHER",2
"2020-11-09","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2020-11-09","2 Congregate Living","SHELTER",1
"2020-11-09","3 Education","CHILD CARE",4
"2020-11-09","3 Education","SCHOOL - ELEMENTARY",7
"2020-11-09","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-11-09","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-09","3 Education","SCHOOL - SECONDARY",6
"2020-11-09","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-11-09","4 Workplace","RETAIL",2
"2020-11-09","4 Workplace","WORKPLACE - FOOD PROCESSING",14
"2020-11-09","4 Workplace","WORKPLACE - OTHER",85
"2020-11-09","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",7
"2020-11-09","5 Recreational","OTHER RECREATION",7
"2020-11-09","5 Recreational","RECREATIONAL FITNESS",2
"2020-11-10","1 Congregate Care","HOSPITAL",7
"2020-11-10","1 Congregate Care","LONG-TERM CARE HOME",101
"2020-11-10","1 Congregate Care","RETIREMENT HOME",20
"2020-11-10","2 Congregate Living","CONGREGATE OTHER",13
"2020-11-10","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-11-10","2 Congregate Living","SHELTER",2
"2020-11-10","3 Education","CHILD CARE",6
"2020-11-10","3 Education","SCHOOL - ELEMENTARY",18
"2020-11-10","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-11-10","3 Education","SCHOOL - SECONDARY",10
"2020-11-10","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-10","4 Workplace","RETAIL",2
"2020-11-10","4 Workplace","WORKPLACE - FOOD PROCESSING",35
"2020-11-10","4 Workplace","WORKPLACE - OTHER",39
"2020-11-10","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",9
"2020-11-10","5 Recreational","OTHER RECREATION",5
"2020-11-10","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2020-11-10","5 Recreational","RECREATIONAL FITNESS",3
"2020-11-10","6 Other/Unknown","OTHER",1
"2020-11-11","1 Congregate Care","HOSPITAL",9
"2020-11-11","1 Congregate Care","LONG-TERM CARE HOME",103
"2020-11-11","1 Congregate Care","RETIREMENT HOME",38
"2020-11-11","2 Congregate Living","CONGREGATE OTHER",7
"2020-11-11","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-11-11","3 Education","CHILD CARE",6
"2020-11-11","3 Education","SCHOOL - ELEMENTARY",19
"2020-11-11","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-11-11","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-11","3 Education","SCHOOL - SECONDARY",6
"2020-11-11","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-11-11","4 Workplace","RETAIL",5
"2020-11-11","4 Workplace","WORKPLACE - FARM",2
"2020-11-11","4 Workplace","WORKPLACE - FOOD PROCESSING",10
"2020-11-11","4 Workplace","WORKPLACE - OTHER",46
"2020-11-11","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",7
"2020-11-11","5 Recreational","OTHER RECREATION",3
"2020-11-11","5 Recreational","RECREATIONAL FITNESS",1
"2020-11-11","6 Other/Unknown","UNKNOWN",2
"2020-11-12","1 Congregate Care","HOSPITAL",12
"2020-11-12","1 Congregate Care","LONG-TERM CARE HOME",64
"2020-11-12","1 Congregate Care","RETIREMENT HOME",30
"2020-11-12","2 Congregate Living","CONGREGATE OTHER",25
"2020-11-12","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-11-12","3 Education","CHILD CARE",4
"2020-11-12","3 Education","SCHOOL - ELEMENTARY",22
"2020-11-12","3 Education","SCHOOL - ELEMENTARY/SECONDARY",2
"2020-11-12","3 Education","SCHOOL - SECONDARY",7
"2020-11-12","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-11-12","4 Workplace","RETAIL",1
"2020-11-12","4 Workplace","WORKPLACE - FOOD PROCESSING",8
"2020-11-12","4 Workplace","WORKPLACE - OTHER",48
"2020-11-12","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",13
"2020-11-12","5 Recreational","OTHER RECREATION",4
"2020-11-12","5 Recreational","RECREATIONAL FITNESS",1
"2020-11-13","1 Congregate Care","HOSPITAL",17
"2020-11-13","1 Congregate Care","LONG-TERM CARE HOME",65
"2020-11-13","1 Congregate Care","RETIREMENT HOME",34
"2020-11-13","2 Congregate Living","CONGREGATE OTHER",5
"2020-11-13","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2020-11-13","2 Congregate Living","SHELTER",1
"2020-11-13","3 Education","CHILD CARE",4
"2020-11-13","3 Education","SCHOOL - ELEMENTARY",11
"2020-11-13","3 Education","SCHOOL - ELEMENTARY/SECONDARY",4
"2020-11-13","3 Education","SCHOOL - SECONDARY",5
"2020-11-13","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2020-11-13","4 Workplace","RETAIL",2
"2020-11-13","4 Workplace","WORKPLACE - FARM",3
"2020-11-13","4 Workplace","WORKPLACE - FOOD PROCESSING",8
"2020-11-13","4 Workplace","WORKPLACE - OTHER",51
"2020-11-13","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",6
"2020-11-13","5 Recreational","OTHER RECREATION",7
"2020-11-13","5 Recreational","RECREATIONAL FITNESS",3
"2020-11-14","1 Congregate Care","HOSPITAL",7
"2020-11-14","1 Congregate Care","LONG-TERM CARE HOME",128
"2020-11-14","1 Congregate Care","RETIREMENT HOME",28
"2020-11-14","2 Congregate Living","CONGREGATE OTHER",9
"2020-11-14","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-11-14","2 Congregate Living","SHELTER",4
"2020-11-14","3 Education","CHILD CARE",4
"2020-11-14","3 Education","SCHOOL - ELEMENTARY",10
"2020-11-14","3 Education","SCHOOL - ELEMENTARY/SECONDARY",5
"2020-11-14","3 Education","SCHOOL - POST-SECONDARY",1
"2020-11-14","3 Education","SCHOOL - SECONDARY",4
"2020-11-14","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-14","4 Workplace","RETAIL",1
"2020-11-14","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-11-14","4 Workplace","WORKPLACE - OTHER",60
"2020-11-14","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",9
"2020-11-14","5 Recreational","OTHER RECREATION",7
"2020-11-14","5 Recreational","RECREATIONAL FITNESS",7
"2020-11-14","6 Other/Unknown","UNKNOWN",1
"2020-11-15","1 Congregate Care","HOSPITAL",6
"2020-11-15","1 Congregate Care","LONG-TERM CARE HOME",51
"2020-11-15","1 Congregate Care","RETIREMENT HOME",13
"2020-11-15","2 Congregate Living","CONGREGATE OTHER",6
"2020-11-15","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",1
"2020-11-15","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2020-11-15","3 Education","CHILD CARE",3
"2020-11-15","3 Education","SCHOOL - ELEMENTARY",16
"2020-11-15","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2020-11-15","3 Education","SCHOOL - SECONDARY",4
"2020-11-15","4 Workplace","RETAIL",1
"2020-11-15","4 Workplace","WORKPLACE - FOOD PROCESSING",2
"2020-11-15","4 Workplace","WORKPLACE - OTHER",47
"2020-11-15","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",9
"2020-11-15","5 Recreational","OTHER RECREATION",2
"2020-11-15","5 Recreational","RECREATIONAL FITNESS",10
"2020-11-15","6 Other/Unknown","OTHER",1
"2020-11-16","1 Congregate Care","HOSPITAL",8
"2020-11-16","1 Congregate Care","LONG-TERM CARE HOME",29
"2020-11-16","1 Congregate Care","RETIREMENT HOME",9
"2020-11-16","2 Congregate Living","CONGREGATE OTHER",16
"2020-11-16","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",4
"2020-11-16","3 Education","CHILD CARE",2
"2020-11-16","3 Education","SCHOOL - ELEMENTARY",23
"2020-11-16","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-11-16","3 Education","SCHOOL - SECONDARY",8
"2020-11-16","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2020-11-16","4 Workplace","RETAIL",3
"2020-11-16","4 Workplace","WORKPLACE - FARM",4
"2020-11-16","4 Workplace","WORKPLACE - FOOD PROCESSING",7
"2020-11-16","4 Workplace","WORKPLACE - OTHER",59
"2020-11-16","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-11-16","5 Recreational","OTHER RECREATION",4
"2020-11-16","5 Recreational","RECREATIONAL FITNESS",19
"2020-11-17","1 Congregate Care","HOSPITAL",5
"2020-11-17","1 Congregate Care","LONG-TERM CARE HOME",78
"2020-11-17","1 Congregate Care","RETIREMENT HOME",19
"2020-11-17","2 Congregate Living","CONGREGATE OTHER",2
"2020-11-17","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",5
"2020-11-17","3 Education","CHILD CARE",4
"2020-11-17","3 Education","SCHOOL - ELEMENTARY",11
"2020-11-17","3 Education","SCHOOL - ELEMENTARY/SECONDARY",4
"2020-11-17","3 Education","SCHOOL - SECONDARY",6
"2020-11-17","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2020-11-17","4 Workplace","RETAIL",1
"2020-11-17","4 Workplace","WORKPLACE - FOOD PROCESSING",5
"2020-11-17","4 Workplace","WORKPLACE - OTHER",39
"2020-11-17","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-11-17","5 Recreational","OTHER RECREATION",7
"2020-11-17","5 Recreational","RECREATIONAL FITNESS",8
"2020-11-18","1 Congregate Care","HOSPITAL",10
"2020-11-18","1 Congregate Care","LONG-TERM CARE HOME",25
"2020-11-18","1 Congregate Care","RETIREMENT HOME",10
"2020-11-18","2 Congregate Living","CONGREGATE OTHER",1
"2020-11-18","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",7
"2020-11-18","2 Congregate Living","SHELTER",2
"2020-11-18","3 Education","CHILD CARE",4
"2020-11-18","3 Education","SCHOOL - ELEMENTARY",18
"2020-11-18","3 Education","SCHOOL - ELEMENTARY/SECONDARY",6
"2020-11-18","3 Education","SCHOOL - SECONDARY",3
"2020-11-18","4 Workplace","MEDICAL/HEALTH SERVICE",10
"2020-11-18","4 Workplace","RETAIL",1
"2020-11-18","4 Workplace","WORKPLACE - FOOD PROCESSING",4
"2020-11-18","4 Workplace","WORKPLACE - OTHER",44
"2020-11-18","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2020-11-18","5 Recreational","OTHER RECREATION",4
"2020-11-18","5 Recreational","RECREATIONAL FITNESS",11
"2020-11-19","1 Congregate Care","HOSPITAL",9
"2020-11-19","1 Congregate Care","LONG-TERM CARE HOME",52
"2020-11-19","1 Congregate Care","RETIREMENT HOME",29
"2020-11-19","2 Congregate Living","CONGREGATE OTHER",9
"2020-11-19","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",9
"2020-11-19","2 Congregate Living","SHELTER",2
"2020-11-19","3 Education","CHILD CARE",1
"2020-11-19","3 Education","SCHOOL - ELEMENTARY",20
"2020-11-19","3 Education","SCHOOL - ELEMENTARY/SECONDARY",3
"2020-11-19","3 Education","SCHOOL - POST-SECONDARY",3
"2020-11-19","3 Education","SCHOOL - SECONDARY",2
"2020-11-19","4 Workplace","MEDICAL/HEALTH SERVICE",5
"2020-11-19","4 Workplace","RETAIL",1
"2020-11-19","4 Workplace","WORKPLACE - FOOD PROCESSING",3
"2020-11-19","4 Workplace","WORKPLACE - OTHER",58
"2020-11-19","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2020-11-19","5 Recreational","OTHER RECREATION",8
"2020-11-19","5 Recreational","RECREATIONAL FITNESS",8
"2020-11-20","1 Congregate Care","HOSPITAL",8
"2020-11-20","1 Congregate Care","LONG-TERM CARE HOME",44
"2020-11-20","1 Congregate Care","RETIREMENT HOME",13
"2020-11-20","2 Congregate Living","CONGREGATE OTHER",9
"2020-11-20","2 Congregate Living","CORRECTIONAL FACILITY",1
"2020-11-20","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",2
"2020-11-20","2 Congregate Living","SHELTER",1
"2020-11-20","3 Education","CHILD CARE",1
"2020-11-20","3 Education","SCHOOL - ELEMENTARY",50
"2020-11-20","3 Education","SCHOOL - ELEMENTARY/SECONDARY",5
"2020-11-20","3 Education","SCHOOL - SECONDARY",6
"2020-11-20","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2020-11-20","4 Workplace","RETAIL",6
"2020-11-20","4 Workplace","WORKPLACE - FARM",2
"2020-11-20","4 Workplace","WORKPLACE - FOOD PROCESSING",4
"2020-11-20","4 Workplace","WORKPLACE - OTHER",53
"2020-11-20","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2020-11-20","5 Recreational","OTHER RECREATION",4
"2020-11-20","5 Recreational","RECREATIONAL FITNESS",4
"2020-11-21","1 Congregate Care","HOSPITAL",9
